Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType
Nov 28,3,273,376,make,Jayson Tatum,26.0,3-pointer
Nov 28,3,321,270,miss,Jayson Tatum,27.0,3-pointer
Nov 28,3,72,227,miss,Jayson Tatum,2.0,2-pointer
Nov 30,1,59,252,make,Jayson Tatum,1.0,2-pointer
Nov 30,1,267,382,make,Jayson Tatum,26.0,3-pointer
Nov 30,1,289,358,make,Jayson Tatum,26.0,3-pointer
Nov 30,1,282,113,make,Jayson Tatum,26.0,3-pointer
Nov 30,1,67,95,miss,Jayson Tatum,15.0,2-pointer
Nov 30,1,64,253,make,Jayson Tatum,2.0,2-pointer
Nov 30,1,64,240,miss,Jayson Tatum,1.0,2-pointer
Nov 30,1,118,167,make,Jayson Tatum,10.0,2-pointer
Nov 30,2,308,153,miss,Jayson Tatum,27.0,3-pointer
Nov 30,2,62,250,make,Jayson Tatum,1.0,2-pointer
Nov 30,2,308,210,make,Jayson Tatum,26.0,3-pointer
Nov 30,2,62,216,make,Jayson Tatum,3.0,2-pointer
Nov 30,2,278,93,miss,Jayson Tatum,27.0,3-pointer
Nov 30,2,72,247,miss,Jayson Tatum,2.0,2-pointer
Nov 30,3,131,256,miss,Jayson Tatum,8.0,2-pointer
Nov 30,3,305,338,make,Jayson Tatum,27.0,3-pointer
Nov 30,3,325,243,make,Jayson Tatum,27.0,3-pointer
Nov 30,3,194,325,miss,Jayson Tatum,17.0,2-pointer
Nov 30,3,75,232,make,Jayson Tatum,2.0,2-pointer
Nov 30,3,315,293,miss,Jayson Tatum,27.0,3-pointer
Nov 30,3,79,253,make,Jayson Tatum,3.0,2-pointer
Nov 30,4,313,300,make,Jayson Tatum,27.0,3-pointer
Nov 30,4,302,353,make,Jayson Tatum,27.0,3-pointer
Nov 30,4,78,231,miss,Jayson Tatum,3.0,2-pointer
Nov 30,4,181,13,miss,Jayson Tatum,26.0,3-pointer
Dec 2,1,107,302,make,Jayson Tatum,8.0,2-pointer
Dec 2,2,297,122,miss,Jayson Tatum,27.0,3-pointer
Dec 2,2,68,10,miss,Jayson Tatum,23.0,3-pointer
Dec 2,2,88,255,miss,Jayson Tatum,4.0,2-pointer
Dec 2,3,123,274,miss,Jayson Tatum,8.0,2-pointer
Dec 2,3,290,112,miss,Jayson Tatum,27.0,3-pointer
Dec 2,3,84,221,make,Jayson Tatum,4.0,2-pointer
Dec 2,3,282,87,miss,Jayson Tatum,28.0,3-pointer
Dec 2,3,318,170,miss,Jayson Tatum,27.0,3-pointer
Dec 2,4,73,222,miss,Jayson Tatum,3.0,2-pointer
Dec 2,4,288,106,miss,Jayson Tatum,27.0,3-pointer
Dec 2,4,80,231,make,Jayson Tatum,3.0,2-pointer
Dec 2,4,70,196,miss,Jayson Tatum,5.0,2-pointer
Dec 2,4,68,246,make,Jayson Tatum,2.0,2-pointer
Dec 2,1,100,225,miss,Jayson Tatum,5.0,2-pointer
Dec 2,1,69,228,make,Jayson Tatum,2.0,2-pointer
Dec 2,1,68,214,miss,Jayson Tatum,3.0,2-pointer
Dec 2,1,280,110,miss,Jayson Tatum,26.0,3-pointer
Dec 4,1,290,337,make,Jayson Tatum,26.0,3-pointer
Dec 4,1,95,212,miss,Jayson Tatum,5.0,2-pointer
Dec 4,2,54,262,miss,Jayson Tatum,2.0,2-pointer
Dec 4,2,313,240,miss,Jayson Tatum,26.0,3-pointer
Dec 4,2,293,316,miss,Jayson Tatum,25.0,3-pointer
Dec 4,2,252,288,make,Jayson Tatum,20.0,2-pointer
Dec 4,2,163,298,make,Jayson Tatum,13.0,2-pointer
Dec 4,2,282,142,make,Jayson Tatum,25.0,3-pointer
Dec 4,2,51,220,make,Jayson Tatum,2.0,2-pointer
Dec 4,2,57,223,miss,Jayson Tatum,2.0,2-pointer
Dec 4,3,90,201,miss,Jayson Tatum,5.0,2-pointer
Dec 4,3,88,211,miss,Jayson Tatum,5.0,2-pointer
Dec 4,3,63,260,make,Jayson Tatum,2.0,2-pointer
Dec 4,4,84,208,miss,Jayson Tatum,4.0,2-pointer
Dec 4,4,66,238,make,Jayson Tatum,1.0,2-pointer
Dec 4,4,318,257,miss,Jayson Tatum,27.0,3-pointer
Dec 4,4,59,254,make,Jayson Tatum,2.0,2-pointer
Dec 4,4,68,245,make,Jayson Tatum,2.0,2-pointer
Dec 4,4,308,313,make,Jayson Tatum,27.0,3-pointer
Dec 5,1,78,242,miss,Jayson Tatum,3.0,2-pointer
Dec 5,1,323,170,miss,Jayson Tatum,28.0,3-pointer
Dec 5,1,316,251,make,Jayson Tatum,26.0,3-pointer
Dec 5,2,295,339,miss,Jayson Tatum,26.0,3-pointer
Dec 5,2,138,334,make,Jayson Tatum,13.0,2-pointer
Dec 5,2,78,237,make,Jayson Tatum,3.0,2-pointer
Dec 5,2,77,222,miss,Jayson Tatum,3.0,2-pointer
Dec 5,2,90,475,miss,Jayson Tatum,24.0,3-pointer
Dec 5,2,208,450,make,Jayson Tatum,26.0,3-pointer
Dec 5,3,133,335,miss,Jayson Tatum,12.0,2-pointer
Dec 5,3,62,259,make,Jayson Tatum,2.0,2-pointer
Dec 5,3,59,223,make,Jayson Tatum,2.0,2-pointer
Dec 5,3,166,470,miss,Jayson Tatum,26.0,3-pointer
Dec 5,3,307,242,make,Jayson Tatum,25.0,3-pointer
Dec 5,3,253,406,make,Jayson Tatum,26.0,3-pointer
Dec 5,3,53,240,make,Jayson Tatum,0.0,2-pointer
Dec 5,3,59,216,make,Jayson Tatum,3.0,2-pointer
Dec 5,3,203,161,miss,Jayson Tatum,17.0,2-pointer
Dec 5,4,61,266,miss,Jayson Tatum,3.0,2-pointer
Dec 5,4,69,378,miss,Jayson Tatum,14.0,2-pointer
Dec 5,4,97,476,make,Jayson Tatum,24.0,3-pointer
Dec 5,4,318,206,miss,Jayson Tatum,27.0,3-pointer
Dec 5,4,93,208,miss,Jayson Tatum,5.0,2-pointer
Dec 5,4,83,219,miss,Jayson Tatum,4.0,2-pointer
Dec 7,1,52,221,miss,Jayson Tatum,2.0,2-pointer
Dec 7,1,266,322,make,Jayson Tatum,23.0,2-pointer
Dec 7,1,292,295,miss,Jayson Tatum,25.0,3-pointer
Dec 7,1,59,235,make,Jayson Tatum,1.0,2-pointer
Dec 7,1,189,202,miss,Jayson Tatum,14.0,2-pointer
Dec 7,2,283,149,make,Jayson Tatum,25.0,3-pointer
Dec 7,2,130,346,make,Jayson Tatum,13.0,2-pointer
Dec 7,2,54,236,make,Jayson Tatum,0.0,2-pointer
Dec 7,2,244,403,miss,Jayson Tatum,25.0,3-pointer
Dec 7,2,288,165,miss,Jayson Tatum,25.0,3-pointer
Dec 7,2,107,249,miss,Jayson Tatum,5.0,2-pointer
Dec 7,3,292,352,make,Jayson Tatum,26.0,3-pointer
Dec 7,3,264,92,miss,Jayson Tatum,26.0,3-pointer
Dec 7,3,118,266,miss,Jayson Tatum,7.0,2-pointer
Dec 7,3,136,276,make,Jayson Tatum,9.0,2-pointer
Dec 7,3,263,90,make,Jayson Tatum,26.0,3-pointer
Dec 7,3,308,150,miss,Jayson Tatum,27.0,3-pointer
Dec 7,3,58,239,make,Jayson Tatum,1.0,2-pointer
Dec 7,3,78,248,miss,Jayson Tatum,3.0,2-pointer
Dec 10,1,75,303,miss,Jayson Tatum,7.0,2-pointer
Dec 10,1,68,298,miss,Jayson Tatum,6.0,2-pointer
Dec 10,1,318,303,miss,Jayson Tatum,27.0,3-pointer
Dec 10,1,85,303,make,Jayson Tatum,7.0,2-pointer
Dec 10,1,67,298,miss,Jayson Tatum,6.0,2-pointer
Dec 10,1,288,137,miss,Jayson Tatum,26.0,3-pointer
Dec 10,2,278,376,miss,Jayson Tatum,26.0,3-pointer
Dec 10,2,64,298,make,Jayson Tatum,6.0,2-pointer
Dec 10,2,300,346,miss,Jayson Tatum,27.0,3-pointer
Dec 10,2,64,306,miss,Jayson Tatum,7.0,2-pointer
Dec 10,2,107,296,make,Jayson Tatum,8.0,2-pointer
Dec 10,2,97,1,make,Jayson Tatum,24.0,3-pointer
Dec 10,3,80,284,make,Jayson Tatum,5.0,2-pointer
Dec 10,3,241,52,miss,Jayson Tatum,27.0,3-pointer
Dec 10,3,268,52,miss,Jayson Tatum,29.0,3-pointer
Dec 10,3,130,473,make,Jayson Tatum,25.0,3-pointer
Dec 10,3,102,172,miss,Jayson Tatum,8.0,2-pointer
Dec 10,4,110,197,miss,Jayson Tatum,7.0,2-pointer
Dec 10,4,303,253,miss,Jayson Tatum,25.0,3-pointer
Dec 10,4,59,201,miss,Jayson Tatum,4.0,2-pointer
Dec 10,4,111,242,miss,Jayson Tatum,6.0,2-pointer
Dec 12,1,69,238,miss,Jayson Tatum,2.0,2-pointer
Dec 12,1,98,243,make,Jayson Tatum,5.0,2-pointer
Dec 12,1,108,230,miss,Jayson Tatum,6.0,2-pointer
Dec 12,1,311,233,miss,Jayson Tatum,26.0,3-pointer
Dec 12,1,283,84,miss,Jayson Tatum,28.0,3-pointer
Dec 12,1,100,238,miss,Jayson Tatum,5.0,2-pointer
Dec 12,1,72,237,make,Jayson Tatum,2.0,2-pointer
Dec 12,2,315,283,miss,Jayson Tatum,27.0,3-pointer
Dec 12,2,278,108,miss,Jayson Tatum,26.0,3-pointer
Dec 12,2,83,256,miss,Jayson Tatum,3.0,2-pointer
Dec 12,2,318,279,make,Jayson Tatum,27.0,3-pointer
Dec 12,2,65,238,make,Jayson Tatum,1.0,2-pointer
Dec 12,3,292,296,miss,Jayson Tatum,25.0,3-pointer
Dec 12,3,73,243,make,Jayson Tatum,2.0,2-pointer
Dec 12,3,251,95,make,Jayson Tatum,25.0,3-pointer
Dec 12,3,258,418,miss,Jayson Tatum,27.0,3-pointer
Dec 12,3,73,240,make,Jayson Tatum,2.0,2-pointer
Dec 12,3,61,207,miss,Jayson Tatum,3.0,2-pointer
Dec 12,4,53,240,miss,Jayson Tatum,0.0,2-pointer
Dec 12,4,48,125,miss,Jayson Tatum,12.0,2-pointer
Dec 13,1,78,237,miss,Jayson Tatum,3.0,2-pointer
Dec 13,1,308,316,make,Jayson Tatum,27.0,3-pointer
Dec 13,1,103,360,miss,Jayson Tatum,13.0,2-pointer
Dec 13,1,68,214,miss,Jayson Tatum,3.0,2-pointer
Dec 13,1,133,242,make,Jayson Tatum,8.0,2-pointer
Dec 13,1,93,221,miss,Jayson Tatum,5.0,2-pointer
Dec 13,1,73,230,make,Jayson Tatum,2.0,2-pointer
Dec 13,2,67,261,make,Jayson Tatum,3.0,2-pointer
Dec 13,2,263,395,make,Jayson Tatum,26.0,3-pointer
Dec 13,2,83,212,miss,Jayson Tatum,4.0,2-pointer
Dec 13,2,316,137,make,Jayson Tatum,28.0,3-pointer
Dec 13,2,74,6,miss,Jayson Tatum,24.0,3-pointer
Dec 13,2,155,293,make,Jayson Tatum,12.0,2-pointer
Dec 13,2,298,136,miss,Jayson Tatum,27.0,3-pointer
Dec 13,2,217,42,miss,Jayson Tatum,26.0,3-pointer
Dec 13,2,75,248,make,Jayson Tatum,2.0,2-pointer
Dec 13,2,101,11,miss,Jayson Tatum,23.0,3-pointer
Dec 13,2,218,308,miss,Jayson Tatum,18.0,2-pointer
Dec 13,3,182,132,miss,Jayson Tatum,17.0,2-pointer
Dec 13,3,256,86,make,Jayson Tatum,26.0,3-pointer
Dec 13,3,135,222,make,Jayson Tatum,8.0,2-pointer
Dec 13,4,148,254,miss,Jayson Tatum,10.0,2-pointer
Dec 13,4,72,227,make,Jayson Tatum,2.0,2-pointer
Dec 13,4,74,226,make,Jayson Tatum,3.0,2-pointer
Dec 13,4,176,216,miss,Jayson Tatum,13.0,2-pointer
Dec 13,4,327,146,make,Jayson Tatum,29.0,3-pointer
Dec 13,4,94,382,make,Jayson Tatum,15.0,2-pointer
Dec 13,1,214,320,make,Jayson Tatum,18.0,2-pointer
Dec 13,1,323,352,miss,Jayson Tatum,29.0,3-pointer
Dec 16,1,205,171,miss,Jayson Tatum,17.0,2-pointer
Dec 16,1,279,378,make,Jayson Tatum,27.0,3-pointer
Dec 16,1,276,362,make,Jayson Tatum,25.0,3-pointer
Dec 16,1,42,243,make,Jayson Tatum,1.0,2-pointer
Dec 16,1,138,187,miss,Jayson Tatum,10.0,2-pointer
Dec 16,1,259,88,miss,Jayson Tatum,26.0,3-pointer
Dec 16,1,79,474,miss,Jayson Tatum,24.0,3-pointer
Dec 16,1,140,252,make,Jayson Tatum,9.0,2-pointer
Dec 16,2,135,7,miss,Jayson Tatum,25.0,3-pointer
Dec 16,2,61,248,make,Jayson Tatum,1.0,2-pointer
Dec 16,2,313,179,miss,Jayson Tatum,27.0,3-pointer
Dec 16,2,68,237,make,Jayson Tatum,2.0,2-pointer
Dec 16,2,323,263,miss,Jayson Tatum,27.0,3-pointer
Dec 16,3,84,264,miss,Jayson Tatum,4.0,2-pointer
Dec 16,4,268,280,miss,Jayson Tatum,22.0,2-pointer
Dec 16,4,311,207,miss,Jayson Tatum,26.0,3-pointer
Dec 16,4,88,194,make,Jayson Tatum,6.0,2-pointer
Dec 16,4,89,264,miss,Jayson Tatum,4.0,2-pointer
Dec 16,4,131,272,make,Jayson Tatum,8.0,2-pointer
Dec 16,4,74,252,make,Jayson Tatum,2.0,2-pointer
Dec 21,1,243,80,make,Jayson Tatum,25.0,3-pointer
Dec 21,1,83,224,miss,Jayson Tatum,3.0,2-pointer
Dec 21,1,228,62,miss,Jayson Tatum,25.0,3-pointer
Dec 21,1,49,215,miss,Jayson Tatum,3.0,2-pointer
Dec 21,1,61,254,miss,Jayson Tatum,2.0,2-pointer
Dec 21,2,274,333,miss,Jayson Tatum,24.0,3-pointer
Dec 21,2,69,213,miss,Jayson Tatum,3.0,2-pointer
Dec 21,2,72,233,make,Jayson Tatum,2.0,2-pointer
Dec 21,2,69,268,make,Jayson Tatum,3.0,2-pointer
Dec 21,2,251,117,miss,Jayson Tatum,23.0,2-pointer
Dec 21,3,74,265,make,Jayson Tatum,3.0,2-pointer
Dec 21,3,82,219,make,Jayson Tatum,4.0,2-pointer
Dec 21,3,77,205,make,Jayson Tatum,4.0,2-pointer
Dec 21,3,79,278,make,Jayson Tatum,5.0,2-pointer
Dec 21,3,266,394,miss,Jayson Tatum,26.0,3-pointer
Dec 21,3,249,413,make,Jayson Tatum,26.0,3-pointer
Dec 21,4,261,400,miss,Jayson Tatum,26.0,3-pointer
Dec 21,4,263,404,make,Jayson Tatum,27.0,3-pointer
Dec 21,4,238,433,miss,Jayson Tatum,27.0,3-pointer
Dec 21,4,231,425,make,Jayson Tatum,26.0,3-pointer
Dec 21,4,90,301,make,Jayson Tatum,7.0,2-pointer
Dec 21,4,95,283,make,Jayson Tatum,6.0,2-pointer
Dec 21,4,113,7,miss,Jayson Tatum,24.0,3-pointer
Dec 21,4,92,222,make,Jayson Tatum,4.0,2-pointer
Dec 21,4,313,240,miss,Jayson Tatum,26.0,3-pointer
Dec 23,1,66,212,miss,Jayson Tatum,3.0,2-pointer
Dec 23,1,173,348,make,Jayson Tatum,16.0,2-pointer
Dec 23,1,309,135,miss,Jayson Tatum,28.0,3-pointer
Dec 23,2,121,249,make,Jayson Tatum,7.0,2-pointer
Dec 23,2,318,322,miss,Jayson Tatum,28.0,3-pointer
Dec 23,2,307,137,miss,Jayson Tatum,27.0,3-pointer
Dec 23,2,80,243,make,Jayson Tatum,3.0,2-pointer
Dec 23,2,282,79,miss,Jayson Tatum,28.0,3-pointer
Dec 23,2,128,226,miss,Jayson Tatum,8.0,2-pointer
Dec 23,3,71,234,make,Jayson Tatum,2.0,2-pointer
Dec 23,3,97,268,make,Jayson Tatum,5.0,2-pointer
Dec 23,3,80,257,miss,Jayson Tatum,3.0,2-pointer
Dec 23,3,59,244,make,Jayson Tatum,1.0,2-pointer
Dec 23,3,68,228,make,Jayson Tatum,2.0,2-pointer
Dec 23,3,67,259,make,Jayson Tatum,2.0,2-pointer
Dec 23,3,89,242,miss,Jayson Tatum,4.0,2-pointer
Dec 23,3,87,248,miss,Jayson Tatum,4.0,2-pointer
Dec 23,4,82,233,miss,Jayson Tatum,3.0,2-pointer
Dec 23,4,69,237,make,Jayson Tatum,2.0,2-pointer
Dec 23,4,77,261,miss,Jayson Tatum,3.0,2-pointer
Dec 23,4,318,156,make,Jayson Tatum,28.0,3-pointer
Dec 23,4,258,398,miss,Jayson Tatum,26.0,3-pointer
Dec 25,1,313,254,make,Jayson Tatum,26.0,3-pointer
Dec 25,1,78,268,make,Jayson Tatum,4.0,2-pointer
Dec 25,1,323,251,miss,Jayson Tatum,27.0,3-pointer
Dec 25,1,80,261,make,Jayson Tatum,3.0,2-pointer
Dec 25,2,149,226,miss,Jayson Tatum,10.0,2-pointer
Dec 25,2,316,135,miss,Jayson Tatum,28.0,3-pointer
Dec 25,2,95,219,miss,Jayson Tatum,5.0,2-pointer
Dec 25,2,216,115,miss,Jayson Tatum,21.0,2-pointer
Dec 25,2,83,253,make,Jayson Tatum,3.0,2-pointer
Dec 25,2,75,212,make,Jayson Tatum,4.0,2-pointer
Dec 25,2,228,309,make,Jayson Tatum,19.0,2-pointer
Dec 25,3,113,197,miss,Jayson Tatum,7.0,2-pointer
Dec 25,3,279,92,make,Jayson Tatum,27.0,3-pointer
Dec 25,3,136,319,make,Jayson Tatum,11.0,2-pointer
Dec 25,3,110,174,make,Jayson Tatum,9.0,2-pointer
Dec 25,3,253,391,make,Jayson Tatum,25.0,3-pointer
Dec 25,3,205,333,make,Jayson Tatum,18.0,2-pointer
Dec 25,3,123,252,make,Jayson Tatum,7.0,2-pointer
Dec 25,3,264,375,miss,Jayson Tatum,25.0,3-pointer
Dec 25,3,64,245,make,Jayson Tatum,1.0,2-pointer
Dec 25,3,305,223,miss,Jayson Tatum,25.0,3-pointer
Dec 25,4,199,253,make,Jayson Tatum,15.0,2-pointer
Dec 27,1,71,474,miss,Jayson Tatum,23.0,3-pointer
Dec 27,1,56,252,miss,Jayson Tatum,1.0,2-pointer
Dec 27,1,102,479,make,Jayson Tatum,24.0,3-pointer
Dec 27,1,295,120,miss,Jayson Tatum,27.0,3-pointer
Dec 27,1,66,250,make,Jayson Tatum,2.0,2-pointer
Dec 27,2,67,234,miss,Jayson Tatum,2.0,2-pointer
Dec 27,2,82,237,make,Jayson Tatum,3.0,2-pointer
Dec 27,2,299,348,miss,Jayson Tatum,27.0,3-pointer
Dec 27,2,312,171,make,Jayson Tatum,27.0,3-pointer
Dec 27,2,238,428,miss,Jayson Tatum,26.0,3-pointer
Dec 27,2,67,224,make,Jayson Tatum,2.0,2-pointer
Dec 27,3,274,72,miss,Jayson Tatum,28.0,3-pointer
Dec 27,3,315,258,make,Jayson Tatum,26.0,3-pointer
Dec 27,3,295,358,make,Jayson Tatum,27.0,3-pointer
Dec 27,4,253,48,make,Jayson Tatum,28.0,3-pointer
Dec 27,4,272,402,miss,Jayson Tatum,27.0,3-pointer
Dec 27,4,73,233,make,Jayson Tatum,2.0,2-pointer
Dec 27,4,307,348,miss,Jayson Tatum,28.0,3-pointer
Dec 27,4,92,87,miss,Jayson Tatum,16.0,2-pointer
Dec 27,4,284,389,miss,Jayson Tatum,28.0,3-pointer
Dec 27,4,72,215,make,Jayson Tatum,3.0,2-pointer
Dec 27,4,307,202,miss,Jayson Tatum,26.0,3-pointer
Dec 27,4,178,467,make,Jayson Tatum,26.0,3-pointer
Dec 27,4,309,221,miss,Jayson Tatum,26.0,3-pointer
Dec 27,4,77,244,make,Jayson Tatum,2.0,2-pointer
Dec 29,1,249,56,miss,Jayson Tatum,27.0,3-pointer
Dec 29,1,80,242,miss,Jayson Tatum,3.0,2-pointer
Dec 29,1,280,358,make,Jayson Tatum,26.0,3-pointer
Dec 29,1,67,241,make,Jayson Tatum,1.0,2-pointer
Dec 29,1,284,367,make,Jayson Tatum,26.0,3-pointer
Dec 29,2,120,219,miss,Jayson Tatum,7.0,2-pointer
Dec 29,2,236,121,make,Jayson Tatum,22.0,2-pointer
Dec 29,2,66,225,make,Jayson Tatum,2.0,2-pointer
Dec 29,2,238,175,make,Jayson Tatum,20.0,2-pointer
Dec 29,2,308,286,miss,Jayson Tatum,26.0,3-pointer
Dec 29,2,311,237,miss,Jayson Tatum,26.0,3-pointer
Dec 29,2,221,162,make,Jayson Tatum,19.0,2-pointer
Dec 29,2,72,240,make,Jayson Tatum,2.0,2-pointer
Dec 29,2,95,351,miss,Jayson Tatum,12.0,2-pointer
Dec 29,3,302,172,miss,Jayson Tatum,26.0,3-pointer
Dec 29,3,274,107,make,Jayson Tatum,26.0,3-pointer
Dec 29,3,304,229,miss,Jayson Tatum,25.0,3-pointer
Dec 29,3,278,115,miss,Jayson Tatum,26.0,3-pointer
Dec 29,3,62,243,make,Jayson Tatum,1.0,2-pointer
Dec 29,3,61,255,miss,Jayson Tatum,2.0,2-pointer
Dec 29,3,348,187,miss,Jayson Tatum,30.0,3-pointer
Dec 29,4,277,106,miss,Jayson Tatum,26.0,3-pointer
Dec 29,4,93,294,miss,Jayson Tatum,7.0,2-pointer
Dec 29,4,177,367,miss,Jayson Tatum,18.0,2-pointer
Dec 29,4,154,255,miss,Jayson Tatum,10.0,2-pointer
Dec 29,4,140,259,miss,Jayson Tatum,9.0,2-pointer
Jan 1,1,305,236,miss,Jayson Tatum,25.0,3-pointer
Jan 1,1,277,132,miss,Jayson Tatum,25.0,3-pointer
Jan 1,1,269,118,miss,Jayson Tatum,25.0,3-pointer
Jan 1,2,94,241,make,Jayson Tatum,4.0,2-pointer
Jan 1,2,66,259,make,Jayson Tatum,2.0,2-pointer
Jan 1,2,64,264,miss,Jayson Tatum,3.0,2-pointer
Jan 1,2,74,261,make,Jayson Tatum,3.0,2-pointer
Jan 1,2,89,283,miss,Jayson Tatum,6.0,2-pointer
Jan 1,2,64,259,make,Jayson Tatum,2.0,2-pointer
Jan 1,3,62,180,make,Jayson Tatum,6.0,2-pointer
Jan 1,3,123,211,miss,Jayson Tatum,8.0,2-pointer
Jan 1,3,64,232,make,Jayson Tatum,1.0,2-pointer
Jan 1,3,90,219,make,Jayson Tatum,4.0,2-pointer
Jan 1,3,193,315,miss,Jayson Tatum,16.0,2-pointer
Jan 1,4,310,298,miss,Jayson Tatum,26.0,3-pointer
Jan 1,4,67,261,miss,Jayson Tatum,3.0,2-pointer
Jan 3,1,59,244,make,Jayson Tatum,1.0,2-pointer
Jan 3,1,252,87,miss,Jayson Tatum,25.0,3-pointer
Jan 3,1,57,237,miss,Jayson Tatum,1.0,2-pointer
Jan 3,1,59,240,make,Jayson Tatum,1.0,2-pointer
Jan 3,1,63,243,make,Jayson Tatum,1.0,2-pointer
Jan 3,1,75,227,miss,Jayson Tatum,3.0,2-pointer
Jan 3,2,143,78,miss,Jayson Tatum,19.0,2-pointer
Jan 3,2,308,313,miss,Jayson Tatum,27.0,3-pointer
Jan 3,3,299,300,miss,Jayson Tatum,25.0,3-pointer
Jan 3,3,53,227,make,Jayson Tatum,1.0,2-pointer
Jan 3,3,233,58,miss,Jayson Tatum,26.0,3-pointer
Jan 3,3,200,449,miss,Jayson Tatum,26.0,3-pointer
Jan 3,3,51,228,make,Jayson Tatum,1.0,2-pointer
Jan 3,3,43,227,make,Jayson Tatum,2.0,2-pointer
Jan 3,3,62,232,make,Jayson Tatum,1.0,2-pointer
Jan 3,3,256,392,make,Jayson Tatum,25.0,3-pointer
Jan 3,3,278,117,make,Jayson Tatum,26.0,3-pointer
Jan 5,1,83,269,miss,Jayson Tatum,4.0,2-pointer
Jan 5,1,269,113,miss,Jayson Tatum,25.0,3-pointer
Jan 5,1,101,400,miss,Jayson Tatum,17.0,2-pointer
Jan 5,1,98,210,make,Jayson Tatum,5.0,2-pointer
Jan 5,1,83,268,make,Jayson Tatum,4.0,2-pointer
Jan 5,1,133,200,miss,Jayson Tatum,9.0,2-pointer
Jan 5,1,247,75,miss,Jayson Tatum,25.0,3-pointer
Jan 5,2,77,221,miss,Jayson Tatum,3.0,2-pointer
Jan 5,2,210,183,miss,Jayson Tatum,17.0,2-pointer
Jan 5,2,82,280,make,Jayson Tatum,5.0,2-pointer
Jan 5,2,120,6,make,Jayson Tatum,24.0,3-pointer
Jan 5,2,83,244,miss,Jayson Tatum,3.0,2-pointer
Jan 5,2,205,342,miss,Jayson Tatum,18.0,2-pointer
Jan 5,3,207,442,miss,Jayson Tatum,25.0,3-pointer
Jan 5,3,72,234,make,Jayson Tatum,2.0,2-pointer
Jan 5,3,246,403,miss,Jayson Tatum,25.0,3-pointer
Jan 5,4,69,393,make,Jayson Tatum,15.0,2-pointer
Jan 5,4,302,162,miss,Jayson Tatum,26.0,3-pointer
Jan 5,4,251,67,make,Jayson Tatum,26.0,3-pointer
Jan 5,4,83,268,miss,Jayson Tatum,4.0,2-pointer
Jan 5,4,84,12,miss,Jayson Tatum,23.0,3-pointer
Jan 5,4,59,234,make,Jayson Tatum,1.0,2-pointer
Jan 7,1,62,238,miss,Jayson Tatum,1.0,2-pointer
Jan 7,1,264,382,miss,Jayson Tatum,25.0,3-pointer
Jan 7,1,68,238,make,Jayson Tatum,2.0,2-pointer
Jan 7,1,130,348,miss,Jayson Tatum,13.0,2-pointer
Jan 7,1,118,243,miss,Jayson Tatum,7.0,2-pointer
Jan 7,1,243,252,make,Jayson Tatum,19.0,2-pointer
Jan 7,1,78,253,miss,Jayson Tatum,3.0,2-pointer
Jan 7,2,56,241,make,Jayson Tatum,0.0,2-pointer
Jan 7,2,278,129,make,Jayson Tatum,25.0,3-pointer
Jan 7,2,61,241,make,Jayson Tatum,1.0,2-pointer
Jan 7,2,233,418,make,Jayson Tatum,25.0,3-pointer
Jan 7,2,64,243,make,Jayson Tatum,1.0,2-pointer
Jan 7,3,307,218,make,Jayson Tatum,26.0,3-pointer
Jan 7,3,162,236,miss,Jayson Tatum,11.0,2-pointer
Jan 7,3,140,7,miss,Jayson Tatum,25.0,3-pointer
Jan 7,3,288,336,make,Jayson Tatum,25.0,3-pointer
Jan 7,3,68,236,miss,Jayson Tatum,2.0,2-pointer
Jan 7,3,71,252,miss,Jayson Tatum,2.0,2-pointer
Jan 7,3,49,237,make,Jayson Tatum,0.0,2-pointer
Jan 7,3,57,245,make,Jayson Tatum,1.0,2-pointer
Jan 7,3,52,42,miss,Jayson Tatum,20.0,2-pointer
Jan 7,3,312,232,miss,Jayson Tatum,26.0,3-pointer
Jan 7,4,295,141,make,Jayson Tatum,26.0,3-pointer
Jan 7,4,318,238,miss,Jayson Tatum,27.0,3-pointer
Jan 7,4,313,230,miss,Jayson Tatum,26.0,3-pointer
Jan 7,4,58,102,make,Jayson Tatum,14.0,2-pointer
Jan 9,1,218,350,make,Jayson Tatum,20.0,2-pointer
Jan 9,1,123,473,make,Jayson Tatum,24.0,3-pointer
Jan 9,1,280,100,make,Jayson Tatum,27.0,3-pointer
Jan 9,1,148,215,miss,Jayson Tatum,10.0,2-pointer
Jan 9,1,135,393,make,Jayson Tatum,17.0,2-pointer
Jan 9,1,289,96,miss,Jayson Tatum,28.0,3-pointer
Jan 9,1,74,217,make,Jayson Tatum,3.0,2-pointer
Jan 9,2,315,264,miss,Jayson Tatum,26.0,3-pointer
Jan 9,2,283,108,miss,Jayson Tatum,27.0,3-pointer
Jan 9,2,80,257,make,Jayson Tatum,3.0,2-pointer
Jan 9,2,300,142,miss,Jayson Tatum,27.0,3-pointer
Jan 9,2,280,94,miss,Jayson Tatum,27.0,3-pointer
Jan 9,2,116,215,miss,Jayson Tatum,7.0,2-pointer
Jan 9,3,315,159,miss,Jayson Tatum,27.0,3-pointer
Jan 9,3,75,390,make,Jayson Tatum,15.0,2-pointer
Jan 9,3,243,405,make,Jayson Tatum,25.0,3-pointer
Jan 9,3,302,122,make,Jayson Tatum,28.0,3-pointer
